fund_code,fund_name,date,unit_nav,accumulated_nav,daily_growth_rate,return_1w,return_1m,return_3m,return_6m,return_1y,return_2y,return_3y,return_ytd,return_since_inception,fee_rate
009467,红土创新科技创新3个月定开混合A,2025-09-30,1.1202,1.1202,-0.58,1.76,21.13,39.83,57.22,61.72,55.26,27.32,55.35,12.02,1.50%
002095,博时新收益A,2025-09-30,1.7373,2.4789,2.08,7.1,14.39,43.21,55.63,61.7,70.83,41.87,68.46,223.41,0.80%
019498,兴证全球创新优势混合A,2025-09-30,1.7834,1.7834,1.58,2.81,10.17,29.62,43.52,61.7,,,62.57,78.34,1.50%
013108,华夏先进制造龙头混合C,2025-09-30,1.5457,1.5457,0.45,4.21,9.89,47.49,57.02,61.68,82.13,72.07,60.06,54.57,0.00%
010138,华泰柏瑞量化创享混合C,2025-09-30,1.1843,1.1843,0.91,4.6,10.01,46.88,52.83,61.64,66.17,44.76,56.76,18.43,0.00%
010052,长城久嘉创新成长混合C,2025-09-30,1.8988,2.148,1.29,1.94,0.31,16.84,29.82,61.6,54.06,26.45,34.49,20.87,0.00%
009931,淳厚欣享一年持有期混合A,2025-09-30,2.2418,2.2418,0.15,-0.28,3.61,40.19,51.09,61.56,84.91,84.34,62.99,124.18,1.20%
009993,嘉实前沿创新混合,2025-09-30,1.456,1.456,0.55,2.15,10.45,34.01,37.96,61.56,87.97,78.48,58.31,45.6,1.50%
002096,博时新收益C,2025-09-30,1.7291,2.4642,2.08,7.09,14.37,43.17,55.55,61.54,70.49,41.44,68.33,220.55,0.80%
003373,大成景禄灵活配置混合A,2025-09-30,1.9948,2.1408,1.82,3.18,2.51,16.77,24.29,61.52,72.61,53.07,50.74,121.78,1.50%
010821,东方红多元策略混合B,2025-09-30,3.4278,3.4278,-0.46,0.66,7.35,45.98,49.53,61.52,83.47,78.08,61.38,15.41,1.50%
016020,招商中证电池主题ETF联接C,2025-09-30,0.8961,0.8961,2.18,9.6,34.25,63.49,64.6,61.46,59.53,12.1,67.62,-10.39,0.00%
001877,宝盈国家安全沪港深股票A,2025-09-30,1.9797,1.9797,1.74,4.4,3.21,45.6,47.23,61.45,66.57,60.13,56.09,97.97,1.50%
006299,恒越核心精选混合A,2025-09-30,2.5934,2.5934,1.3,5.72,6.37,22.83,39.19,61.44,56.99,9.55,54.54,159.34,1.50%
009623,长城创新驱动混合A,2025-09-30,1.0724,1.0724,2.77,7.07,5.7,26.36,29.81,61.41,63.1,49.69,32.33,7.24,1.50%
008370,国泰研究精选两年持有混合,2025-09-30,2.7098,2.7098,0.51,1.39,20.69,52.22,49.57,61.39,44.7,47.69,59.78,170.98,1.50%
015631,申万菱信乐融一年持有混合C,2025-09-30,1.431,1.431,0.62,-0.78,-4.39,-5.23,24.26,61.38,59.59,52.44,49.23,43.1,0.00%
019598,平安中证港股医药ETF联接A,2025-09-30,1.3966,1.3966,2.42,1.64,4,27.84,49.46,61.38,,,82.16,39.66,1.20%
003374,大成景禄灵活配置混合C,2025-09-30,1.9836,2.1296,1.82,3.18,2.5,16.74,24.23,61.36,72.26,52.51,50.64,120.57,0.00%
017893,鹏华国证2000指数增强C,2025-09-30,1.5073,1.5073,0.88,2.02,0.05,18.24,30.32,61.36,57.04,,44.79,50.73,0.00%
013175,海富通碳中和混合A,2025-09-30,0.7967,0.7967,3.16,11.44,16.12,55.39,59.76,61.34,47.56,-12.29,59.09,-20.33,1.50%
004450,嘉实前沿科技沪港深股票A,2025-09-30,2.5319,2.5319,1.58,4.65,12.61,32.1,39.24,61.33,58.19,64.54,66.99,153.16,1.50%
018443,汇添富成长领航混合C,2025-09-30,1.5045,1.5045,2.37,6.12,12.87,40.01,40.36,61.29,51.91,,57.62,50.45,0.00%
010662,富国均衡优选混合,2025-09-30,1.3075,1.3075,0.19,0.18,3.47,44.81,55.05,61.22,80.64,65.03,60.45,30.75,1.50%
016568,嘉实碳中和主题混合A,2025-09-30,1.8677,1.8677,2.08,9.88,24.75,52.91,53.54,61.18,93.58,,62.23,86.77,1.50%
110005,易方达积极成长混合,2025-09-30,0.8,6.1648,-0.26,5.76,15.98,44.3,50.91,61.16,41.69,11.92,66.39,1152.29,1.50%
006781,汇丰晋信港股通精选股票,2025-09-30,1.228,1.228,2.15,2.93,6.83,29.49,38.48,61.13,66.26,57.98,60.23,22.8,1.50%
004926,中航军民融合精选A,2025-09-30,1.6799,1.6799,1.86,2.37,1.78,15.42,19.07,61.13,40.59,14.88,23.07,67.97,1.50%
017471,国泰中证机床ETF发起联接A,2025-09-30,1.5622,1.5622,-0.79,1.49,7.69,31.76,32.28,61.13,54.54,,48.61,56.22,1.00%
001723,华商新动力混合A,2025-09-30,1.0493,1.0493,0.71,5.81,13.35,36.29,42.7,61.11,70.2,69.35,47.52,4.93,1.50%
007854,光大保德信景气先锋混合A,2025-09-30,2.2,2.2,2.16,3.03,2.79,30.07,25.19,58.06,49.32,47.02,39.72,120,1.50%
020075,财通资管创新成长混合A,2025-09-30,1.7096,1.8176,1.5,1.33,3.56,24.72,37.21,58.04,,,48.97,85.95,1.50%
005001,交银持续成长主题混合A,2025-09-30,2.1547,2.2947,1.43,3.51,11.56,45.11,54.4,58.03,34.92,12.88,56,138.7,1.50%
015084,易方达优势驱动一年持有混合(FOF)C,2025-09-29,1.3377,1.3377,2.05,2.8,8.51,48.27,47.47,58.01,48.68,35.03,51.08,33.77,0.00%
014172,富国中证工业4.0指数(LOF)C,2025-09-30,1.387,1.387,0.58,2.74,13.32,43.14,39.54,57.97,58.15,60.53,48.82,13.6,0.00%
005119,银华智荟内在价值灵活配置混合发起A,2025-09-30,2.4904,2.4904,1.0,10.2,17.87,40.33,39.82,57.96,53,16.41,43.61,149.04,1.50%
015765,东方专精特新混合发起式A,2025-09-30,1.3048,1.3048,0.67,4.74,12.24,39.05,43.18,57.95,45.07,,46.05,30.48,1.50%
008919,永赢科技驱动A,2025-09-30,1.8673,1.8673,0.04,-3.37,-1.79,38.6,53.22,57.94,65.69,45.72,52.69,86.73,1.50%
011372,华商远见价值C,2025-09-30,0.7302,0.7302,1.23,1.04,3.25,22.39,27.68,57.92,48.6,30.18,41.65,-26.98,0.00%
016393,易米中证科创创业50指数增强发起C,2025-09-30,1.1983,1.4033,0.18,3.88,12.34,56.1,58.74,57.91,65.22,,53.99,42.45,0.00%
019859,银华上证科创板100ETF联接A,2025-09-30,1.3715,1.3715,2.63,5.26,8.09,37.25,40.75,57.86,,,54.57,37.15,1.00%
080002,长盛创新先锋混合A,2025-09-30,2.3109,3.5572,0.61,2.86,6.18,32.18,33.31,57.79,62.33,38.06,42.7,551.98,1.50%
016118,贝莱德先进制造一年持有混合C,2025-09-30,1.4999,1.4999,0.71,2.96,9.46,50.55,72.16,57.77,74.53,54.74,70.44,49.99,0.00%
019087,工银中证稀有金属主题ETF发起式联接A,2025-09-30,1.5107,1.5107,3.91,10.67,5.78,46.14,55.61,57.74,50.92,,62.97,51.07,1.00%
010460,兴业研究精选混合A,2025-09-30,1.8842,1.8842,1.02,1.98,0.27,26.08,32.72,57.73,61.33,51.72,38.76,88.42,1.50%
019866,国泰上证科创板100ETF发起联接A,2025-09-30,1.3961,1.3961,2.56,5.25,7.57,37.26,40.64,57.73,,,54.81,39.61,1.00%
016627,汇添富创新成长混合C,2025-09-30,1.337,1.337,1.47,5.45,16.41,42.22,39.47,57.7,52.14,,57.48,33.7,0.00%
001148,申万菱信多策略灵活配置混合A,2025-09-30,2.326,2.529,0.04,1.22,0.69,10.87,18.79,57.69,75.28,57.48,36.9,181.81,0.70%
012199,国金核心资产一年持有C,2025-09-30,1.2563,1.2563,2.69,7.78,11.99,50.98,54.89,57.69,74.66,47.54,61.83,25.63,0.00%
001616,嘉实环保低碳股票,2025-09-30,3.234,3.234,3.26,11.83,26.03,48.01,53.42,57.68,37.32,12.06,57.83,223.4,1.50%
008981,中邮科技创新精选混合C,2025-09-30,2.0959,2.4102,3.04,5.01,8.74,39.79,36.94,57.66,74.85,64.95,42.83,164.64,0.00%
160642,鹏华增瑞混合(LOF)A,2025-09-30,2.0617,2.0617,1.15,3.71,9.27,40.5,41.51,57.65,18.77,16.52,54.4,106.17,1.50%
013958,华商鑫选回报一年持有混合A,2025-09-30,1.9407,1.9407,2.13,7.91,16.97,37.94,47.63,57.65,71.59,106.3,63.3,94.07,1.50%
008920,永赢科技驱动C,2025-09-30,1.8465,1.8465,0.04,-3.38,-1.81,38.52,53.07,57.63,65.03,44.86,52.46,84.65,0.00%
005534,华夏新时代混合人民币(QDII),2025-09-29,1.8115,1.8115,0.9,-1.23,6.62,34.35,43.55,57.62,60.21,18.72,41.06,81.15,1.50%
009162,富国医药成长30股票A,2025-09-30,1.2304,1.2304,2.46,0.89,-3.26,16.74,48.08,57.6,57.06,48.9,76.5,23.04,1.50%
019088,工银中证稀有金属主题ETF发起式联接C,2025-09-30,1.5074,1.5074,3.91,10.67,5.76,46.09,55.51,57.58,50.6,,62.82,50.74,0.00%
003243,摩根中国世纪混合(QDII)人民币,2025-09-29,1.9579,1.9579,2.91,1.81,9.77,41.22,45.55,57.56,62.72,39.28,62.79,95.79,1.50%
013553,汇添富成长领先混合C,2025-09-30,1.1959,1.1959,0.51,1.35,9.29,41.63,54.07,57.52,47.17,29.58,59.24,19.59,0.00%
015997,大成中证电池主题指数发起A,2025-09-30,0.8972,0.8972,2.37,10.09,34.76,63.99,63.96,57.49,55.47,8.54,67.29,-10.28,1.50%
019860,银华上证科创板100ETF联接C,2025-09-30,1.3653,1.3653,2.62,5.25,8.06,37.16,40.56,57.47,,,54.27,36.53,0.00%
012768,华夏中证动漫游戏ETF发起式联接A,2025-09-30,1.6787,1.6787,-0.5,1.46,7.93,23.57,39.62,57.46,43.97,126.03,56.54,67.87,1.20%
020076,财通资管创新成长混合C,2025-09-30,1.699,1.807,1.5,1.32,3.53,24.61,36.96,57.45,,,48.56,84.86,0.00%
004677,博时战略新兴产业混合,2025-09-30,1.683,1.683,-0.06,-0.47,7.75,47.37,45.09,57.44,42.39,5.45,64.04,68.3,1.50%
017994,方正富邦远见成长混合C,2025-09-30,1.4365,1.4365,0.66,1.68,18.59,44.46,38.91,57.41,46.19,,61.68,43.65,0.00%
019867,国泰上证科创板100ETF发起联接C,2025-09-30,1.3909,1.3909,2.56,5.25,7.55,37.2,40.49,57.41,,,54.58,39.09,0.00%
001724,申万菱信多策略灵活配置混合C,2025-09-30,2.249,2.355,0.09,1.22,0.72,10.84,18.68,57.38,74.61,56.4,36.72,142.44,0.00%
002407,前海开源恒远灵活配置混合,2025-09-30,1.7796,2.6596,-0.51,-0.53,10.96,42.8,55.85,57.38,68.51,77.46,63.66,215.94,1.50%
005593,摩根创新商业模式混合A,2025-09-30,1.7496,1.7496,0.88,4.94,8.79,32.03,32.02,57.38,53.19,19.8,49,74.96,1.50%
015527,弘毅远方汽车产业升级混合A,2025-09-30,1.2167,1.2167,0.2,0.12,9.29,35.08,32.55,57.36,49.22,,55.53,21.67,1.50%
001072,华安智能装备主题股票A,2025-09-30,3.381,3.434,2.24,4.55,11.88,44.67,48.03,57.33,84.25,93.53,49.27,255.31,1.50%
006229,中欧医疗创新股票C,2025-09-30,1.7022,1.7022,2.74,2.56,4.67,30.25,42.84,57.33,25.35,10.52,71.54,70.22,0.00%
000823,银华高端制造业混合A,2025-09-30,1.732,1.867,-0.8,1.05,8.86,60.82,60.37,57.31,74.77,30.18,57.45,92.41,1.50%
002292,诺安益鑫灵活配置混合A,2025-09-30,2.4732,2.4732,2.11,2.57,2.36,37.62,42.15,57.29,71.57,75.4,40.23,147.32,1.50%
017429,嘉实全球创新龙头股票(QDII)人民币A,2025-09-29,1.3673,1.3673,1.57,1.76,9.87,34.13,42.96,57.29,24.48,,51.43,36.73,1.50%
673010,西部利得新动向混合A,2025-09-30,1.568,2.103,1.03,4.12,7.25,22.98,24.74,57.27,61.65,46,43.07,145.25,1.50%
015947,兴业研究精选混合C,2025-09-30,1.8382,1.8382,1.02,1.98,0.25,25.99,32.52,57.27,60.39,50.39,38.46,44.51,0.00%
018019,南方核心科技一年持有混合A,2025-09-30,1.4129,1.4129,1.23,6.95,14.74,52.02,52.04,57.25,50.69,,55.78,41.29,1.50%
019051,华泰柏瑞科技创新混合发起式A,2025-09-30,1.6381,1.6381,-0.09,2.22,7.47,42.59,46.59,57.24,63.19,,55.82,63.81,1.50%
011665,汇添富数字经济引领发展三年持有混合A,2025-09-30,1.1535,1.1535,-0.28,1.06,12.27,51.24,52.76,57.2,62.15,48.06,59.85,15.35,1.50%
013622,华安智能装备主题股票C,2025-09-30,3.3,3.3,2.23,4.53,11.83,44.48,47.58,56.4,82.02,90.09,48.65,35.47,0.00%
016306,农银专精特新混合C,2025-09-30,1.1109,1.1109,0.75,2.64,8.19,39.79,41.05,56.4,35.36,11.1,52.18,11.09,0.00%
009869,嘉实产业先锋混合A,2025-09-30,1.193,1.193,2.65,7.08,14.47,33.83,41.74,56.38,49.95,48.86,58.85,19.3,1.50%
018114,鹏扬北证50成份指数A,2025-09-30,1.5017,1.5017,-0.67,-1.17,-3.17,4.63,16.78,56.38,68.79,,41.75,50.17,1.20%
012852,嘉实远见先锋一年持有期混合A,2025-09-30,0.9848,0.9848,2.53,7.18,14.68,34.28,44.27,56.37,49.26,44.4,59.17,-1.52,1.50%
009909,嘉实动力先锋混合A,2025-09-30,1.0831,1.0831,2.81,7.3,13.57,33.52,42.36,56.36,47.8,44.34,59.61,8.31,1.50%
017431,嘉实全球创新龙头股票(QDII)人民币C,2025-09-29,1.3508,1.3508,1.57,1.76,9.81,33.93,42.5,56.34,23,,50.76,35.08,0.00%
012033,广发睿盛混合A,2025-09-30,1.1462,1.1462,2.04,5.71,12.17,30.89,35.9,56.33,49.15,34.17,56.5,14.62,1.50%
018482,鹏华创业板50ETF联接A,2025-09-30,1.7157,1.7157,-0.14,3.93,13.43,54.67,60.8,56.33,79.69,,56,71.57,1.00%
018020,南方核心科技一年持有混合C,2025-09-30,1.3942,1.3942,1.23,6.93,14.67,51.79,51.58,56.32,48.89,,55.07,39.42,0.00%
011122,汇添富ESG可持续成长股票A,2025-09-30,0.9496,0.9496,0.94,5.34,7.31,42.8,48.31,56.31,75.2,27.82,60.51,-5.04,1.50%
020981,华安国证机器人产业指数发起式A,2025-09-30,1.5744,1.5744,0.98,2.31,9.49,28.81,26.22,56.3,,,42.52,57.44,0.60%
002106,德邦福鑫灵活配置混合C,2025-09-30,1.8584,1.8584,0.63,-0.38,6.85,46.05,44.02,56.29,10.87,2.84,38.24,82.57,0.00%
021683,华泰柏瑞创业板科技ETF发起式联接C,2025-09-30,1.8829,1.8829,0.38,3.47,12.99,52.36,55.56,56.22,,,54.21,88.29,0.00%
690003,民生加银精选混合,2025-09-30,0.7372,0.7372,2.3,4.6,9.8,42.29,50.14,56.19,40.42,1.26,65.66,-26.28,1.50%
014539,华安优势精选混合A,2025-09-30,0.9742,0.9742,3.19,7.36,11.4,38.4,36.37,56.12,49.21,26.85,57.41,-2.58,1.50%
012188,华安优势龙头混合A,2025-09-30,0.7971,0.7971,1.72,3.35,14.87,40.26,44.01,56.11,36.3,20.59,52.76,-20.29,1.50%
012428,华夏核心制造混合A,2025-09-30,1.3677,1.3677,2.45,4.88,14.68,47.88,49.25,56.11,62.07,43.65,57.97,36.77,1.50%
014352,东方创新成长混合A,2025-09-30,1.259,1.259,1.5,3.94,9.99,46.16,47.67,56.11,44.07,45.79,47.2,25.9,1.50%
014754,华安景气优选混合A,2025-09-30,1.478,1.478,1.12,3.47,8.03,39.98,50.51,56.09,56.68,51.79,55.37,47.8,1.50%
018226,瑞达先进制造混合型发起式A,2025-09-30,1.4727,1.4727,0.2,1.04,4.54,34.05,42.17,56.09,48.28,,52.69,47.27,1.50%
019861,鹏华上证科创100ETF联接A,2025-09-30,1.3686,1.3686,2.56,5.2,7.75,36.63,40.17,56.09,,,53.81,36.86,1.00%
021793,华泰保兴产业升级混合发起C,2025-09-30,1.5673,1.5673,3.23,5.66,19.03,52.86,52.28,56.07,,,58.01,56.75,0.00%
010505,申万菱信创业板量化精选股票C,2025-09-30,1.1464,1.1464,-0.32,2.26,5.34,33.99,43.3,56.06,70.29,48.27,48.94,14.64,0.00%
010203,天弘中证科技100指数增强发起C,2025-09-30,1.663,1.663,0.73,4.18,11.33,44.56,48.6,56.05,64.2,74.54,52.01,66.3,0.00%
018218,博时厚泽匠选一年持有期混合C,2025-09-30,1.4907,1.4907,-0.39,-1.34,0.94,28.29,33.21,56.05,55.51,,51.54,49.07,0.00%
011584,大成港股精选混合(QDII)C,2025-09-29,1.2916,1.2916,2.3,1.17,4.3,23.2,37.29,56.03,90.64,83.99,56.33,29.16,0.00%
012729,国泰中证动漫游戏ETF联接C,2025-09-30,1.6729,1.6729,-0.49,1.2,7.72,23.18,39.03,56.01,43.41,123.53,57.39,67.29,0.00%
018483,鹏华创业板50ETF联接C,2025-09-30,1.7082,1.7082,-0.14,3.92,13.41,54.59,60.64,56.01,78.96,,55.76,70.82,0.00%
019783,华安健康主题混合A,2025-09-30,1.5975,1.5975,1.78,0.78,-1.71,25.96,49.68,55.98,,,74.13,59.75,1.50%
008507,交银内核驱动混合,2025-09-30,1.1669,1.1669,0.16,2.27,5.6,49.81,54.68,55.96,47.78,22.48,56.17,16.69,1.50%
014669,银华专精特新量化优选股票发起C,2025-09-30,1.4144,1.4144,0.25,2,2.12,15.68,32.08,55.96,50.9,56.18,45.32,41.44,0.00%
160420,华安创业板50指数A,2025-09-30,1.785,0.6812,-0.15,3.97,13.48,55.35,61.26,55.95,76.38,48.63,55.77,-31.88,1.20%
005438,易方达易百智能量化策略C,2025-09-30,1.494,1.494,0.59,2.35,1.81,17.8,31.7,55.95,58.45,17.31,43.93,49.4,0.00%
012212,天弘中证高端装备制造指数增强A,2025-09-30,1.2546,1.2546,0.93,4.8,13.44,46.34,47.62,55.95,71.56,61.14,48.81,25.46,1.50%
018430,摩根世代趋势混合发起式A,2025-09-30,1.1855,1.1855,0.64,2.69,10.35,44.7,51.79,55.95,19.9,,62.91,18.55,1.50%
021465,海富通中证港股通科技ETF发起联接C,2025-09-30,1.8798,1.8798,2.52,4.78,11.71,22.85,23.23,55.95,,,55.24,87.98,0.00%
018031,华安中证数字经济主题ETF发起式联接A,2025-09-30,1.2538,1.2538,1.0,5.06,8.08,36.76,35.33,55.93,57.53,,36.97,25.38,0.50%
501097,国寿安保科技创新混合(LOF),2025-09-30,1.611,1.611,0.35,-0.84,1.02,54.56,55.34,55.91,63.62,30.07,55.58,61.1,1.50%
020982,华安国证机器人产业指数发起式C,2025-09-30,1.5686,1.5686,0.98,2.3,9.46,28.72,26.07,55.91,,,42.26,56.86,0.00%
009859,银华乐享混合A,2025-09-30,0.931,0.931,0.63,8.88,18.31,42.31,40.21,55.87,51.51,2.7,42.05,-6.9,1.50%
012589,南方港股通优势企业混合C,2025-09-30,1.2864,1.2864,2.09,5.62,15.6,33.72,43.6,55.85,74.55,71.91,59.46,28.64,0.00%
019862,鹏华上证科创100ETF联接C,2025-09-30,1.3636,1.3636,2.56,5.19,7.73,36.56,40.03,55.79,,,53.58,36.36,0.00%
010732,广发创新医疗两年持有混合C,2025-09-30,0.8575,0.8575,2.51,1.58,0,21.25,42.23,55.77,53.45,41.74,70,-14.25,0.00%
015903,博时优质精选混合C,2025-09-30,1.3762,1.3762,-0.3,-1.48,0.63,28.65,33.57,55.77,56.55,38.66,51,37.62,0.00%
018115,鹏扬北证50成份指数C,2025-09-30,1.4871,1.4871,-0.67,-1.18,-3.21,4.53,16.54,55.77,67.45,,41.33,48.71,0.00%
016785,鹏华中证1000指数增强A,2025-09-30,1.5557,1.5557,1.31,2.98,3.19,23.09,29.86,55.76,53.5,,42.79,55.57,1.20%
014541,华安新能源主题混合A,2025-09-30,1.0359,1.0359,1.64,6.83,21.36,41.07,52.43,55.73,53.92,29.52,56.39,3.59,1.50%
018208,申万菱信中证沪港深数字经济主题指数型发起式C,2025-09-30,1.6481,1.6481,1.35,4.56,10.57,28.3,26.91,55.73,80,,43.4,64.81,0.00%
012034,广发睿盛混合C,2025-09-30,1.1278,1.1278,2.04,5.7,12.13,30.76,35.63,55.71,47.95,32.57,56.01,12.78,0.00%
012554,西部利得创业板大盘ETF联接A,2025-09-30,1.0317,1.0317,-0.36,3.18,11.58,53.48,60.4,57.2,77.18,49.35,56.15,3.17,1.00%
010557,汇添富数字生活六个月持有混合,2025-09-30,1.0205,1.0205,-0.32,1.03,12.49,51.34,52.86,57.19,60.03,47.9,59.85,2.05,1.50%
013950,交银先锋混合C,2025-09-30,2.825,2.827,0.33,2.66,5.91,51.43,56.22,57.19,48.01,24.63,56.39,0.95,0.00%
015766,东方专精特新混合发起式C,2025-09-30,1.2866,1.2866,0.68,4.75,12.2,38.87,42.83,57.17,43.64,,45.51,28.66,0.00%
002133,广发鑫益混合,2025-09-30,3.195,3.195,2.24,2.5,10.06,44.11,38.67,57.08,64.95,63.09,49.65,219.5,1.50%
959991,兴证资管金麒麟领先优势一年持有期混合A,2025-09-30,1.8659,1.8659,-0.8,-1.14,5.07,58.18,68.45,57.08,56.9,36.91,64.17,77.16,1.20%
018217,博时厚泽匠选一年持有期混合A,2025-09-30,1.513,1.513,-0.39,-1.32,1,28.48,33.61,57.02,57.44,,52.26,51.3,1.50%
016262,银华智荟内在价值灵活配置混合发起C,2025-09-30,2.4428,2.4428,1.0,10.19,17.8,40.11,39.39,57.01,51.14,14.28,42.95,-3.33,0.00%
015998,大成中证电池主题指数发起C,2025-09-30,0.8886,0.8886,2.37,10.07,34.74,63.89,63.71,57,54.54,7.58,66.9,-11.14,0.00%
016305,农银专精特新混合A,2025-09-30,1.1243,1.1243,0.75,2.65,8.23,39.93,41.33,57,36.44,12.43,52.63,12.43,1.50%
012769,华夏中证动漫游戏ETF发起式联接C,2025-09-30,1.6584,1.6584,-0.5,1.45,7.9,23.48,39.41,56.99,43.1,123.99,56.19,65.84,0.00%
020685,南方上证科创板新材料ETF发起联接A,2025-09-30,1.6677,1.6677,1.93,8.73,13.73,35.53,42.37,56.93,,,54.09,66.77,1.20%
160422,华安创业板50ETF联接A,2025-09-30,2.5115,1.9686,-0.14,3.94,13.62,55.59,61.73,56.9,78.22,51.42,56.42,96.83,1.20%
020293,易方达上证科创板100ETF联接发起式A,2025-09-30,1.909,1.909,2.62,5.34,7.63,37.65,41.47,56.89,,,56.28,90.9,1.20%
161133,易方达优势回报混合(FOF-LOF)A,2025-09-29,1.2666,1.2666,2.11,1.58,8.03,47.09,50.73,56.87,44.28,24.51,54.46,26.66,1.50%
017859,交银持续成长主题混合C,2025-09-30,2.1579,2.1579,1.43,3.5,11.5,44.89,53.95,56.85,32.7,,55.3,11.58,0.00%
012588,南方港股通优势企业混合A,2025-09-30,1.3195,1.3195,2.09,5.63,15.65,33.93,44.05,56.8,76.64,75.07,60.19,31.95,1.50%
010114,华宝新兴成长混合A,2025-09-30,1.7369,1.7369,-0.87,-0.54,5.95,61.74,64.67,56.79,70.57,59.23,63.01,73.69,1.50%
001672,国寿安保智慧生活股票A,2025-09-30,1.875,2.682,-0.32,-0.21,2.07,28.69,27.2,56.77,59.67,59.17,41.3,233.44,1.50%
012555,西部利得创业板大盘ETF联接C,2025-09-30,1.0199,1.0199,-0.36,3.18,11.55,53.37,60.16,56.74,76.12,48,55.81,1.99,0.00%
015902,博时优质精选混合A,2025-09-30,1.4024,1.4024,-0.31,-1.48,0.68,28.85,33.98,56.71,58.46,41.21,51.68,40.24,1.50%
001229,德邦福鑫灵活配置混合A,2025-09-30,1.912,1.912,0.63,-0.38,6.87,46.14,44.2,56.68,11.43,3.63,38.5,91.2,1.50%
009557,申万菱信创业板量化精选股票A,2025-09-30,1.2279,1.2279,-0.32,2.27,5.38,34.12,43.6,56.68,71.64,50.04,49.4,22.79,1.50%
014550,诺安益鑫灵活配置混合C,2025-09-30,2.4376,2.4376,2.11,2.56,2.33,37.48,41.86,56.64,70.19,73.28,39.79,50.48,0.00%
009998,摩根慧见两年持有期混合,2025-09-30,1.1692,1.1692,0.78,4.21,15.35,50.98,46.3,56.62,63.71,48.75,60.91,16.92,1.50%
013959,华商鑫选回报一年持有混合C,2025-09-30,1.9011,1.9011,2.13,7.89,16.9,37.73,47.18,56.61,69.44,102.5,62.57,90.11,0.00%
004818,国寿安保目标策略混合发起A,2025-09-30,1.687,1.687,-0.55,0.33,4.84,30.07,31.15,56.6,42.81,42.09,45.75,68.7,1.50%
501201,红土创新科技创新股票(LOF),2025-09-30,1.3826,1.3826,0.17,-0.21,3.06,25.51,42.73,56.58,11,-15.36,48.68,38.26,1.50%
011666,汇添富数字经济引领发展三年持有混合C,2025-09-30,1.1343,1.1343,-0.28,1.05,12.23,51.08,52.46,56.58,60.85,46.29,59.38,13.43,0.00%
015528,弘毅远方汽车产业升级混合C,2025-09-30,1.2002,1.2002,0.2,0.12,9.25,34.91,32.22,56.58,47.79,,55.04,20.02,0.00%
021682,华泰柏瑞创业板科技ETF发起式联接A,2025-09-30,1.8872,1.8872,0.38,3.47,13.02,52.45,55.75,56.58,,,54.5,88.72,1.20%
019052,华泰柏瑞科技创新混合发起式C,2025-09-30,1.6246,1.6246,-0.09,2.2,7.43,42.45,46.28,56.57,61.86,,55.35,62.46,0.00%
012716,长盛创新先锋混合C,2025-09-30,2.2291,2.2291,0.6,2.84,6.1,31.92,32.79,56.56,59.76,34.78,41.85,29.73,0.00%
016263,银华高端制造业混合C,2025-09-30,1.7,1.835,-0.82,1.07,8.77,60.68,60.08,56.54,72.76,27.98,56.83,9.76,0.00%
021953,西部利得新动向混合C,2025-09-30,1.559,1.559,1.04,4.07,7.22,22.85,24.42,56.53,,,42.5,81.28,0.00%
010202,天弘中证科技100指数增强发起A,2025-09-30,1.6877,1.6877,0.73,4.18,11.36,44.66,48.81,56.51,65.19,76.11,52.35,68.77,1.50%
160424,华安创业板50ETF联接C,2025-09-30,2.4716,2.7516,-0.14,3.94,13.6,55.5,61.53,56.51,77.34,50.3,56.13,169.09,0.00%
010987,国联鑫锐精选一年持有混合A,2025-09-30,1.2048,1.2048,1.95,3.98,2.9,47.67,57.68,56.51,46.27,34.63,55.62,20.48,1.50%
011583,大成港股精选混合(QDII)A,2025-09-29,1.3213,1.3213,2.32,1.19,4.35,23.38,37.69,56.48,92.25,86.65,57,32.13,1.50%
012728,国泰中证动漫游戏ETF联接A,2025-09-30,1.6943,1.6943,-0.49,1.21,7.75,23.27,39.23,56.47,44.28,125.55,57.73,69.43,1.00%
020686,南方上证科创板新材料ETF发起联接C,2025-09-30,1.66,1.66,1.92,8.72,13.7,35.42,42.15,56.46,,,53.75,66,0.00%
021792,华泰保兴产业升级混合发起A,2025-09-30,1.5712,1.5712,3.23,5.66,19.06,52.96,52.5,56.46,,,58.32,57.14,1.50%
021464,海富通中证港股通科技ETF发起联接A,2025-09-30,1.8882,1.8882,2.52,4.79,11.75,22.97,23.48,56.45,,,54.86,88.82,1.00%
016418,摩根创新商业模式混合C,2025-09-30,1.7168,1.7168,0.88,4.93,8.73,31.83,31.62,56.44,51.31,17.62,48.35,-6.38,0.00%
004819,国寿安保目标策略混合发起C,2025-09-30,1.6701,1.6701,-0.55,0.32,4.83,30.04,31.08,56.43,42.51,41.64,45.63,67.01,0.00%
020294,易方达上证科创板100ETF联接发起式C,2025-09-30,1.9027,1.9027,2.62,5.33,7.61,37.54,41.27,56.43,,,55.93,90.27,0.00%
005437,易方达易百智能量化策略A,2025-09-30,1.5287,1.5287,0.59,2.36,1.84,17.89,31.89,56.42,59.39,18.37,44.24,52.87,1.50%
014668,银华专精特新量化优选股票发起A,2025-09-30,1.428,1.428,0.25,2,2.15,15.76,32.27,56.42,51.8,57.58,45.64,42.8,1.50%
